transaction_id,sale_date,store_id,product_id,quantity,unit_price,discount,total_amount,payment_method,sales_rep
TXN-00044,07/17/2023,S008,P009,3,74.95,0.1,202.37,Credit Card,Carlos R.
TXN-00011,10/27/2024,S004,P018,2,85.0,0.1,153.0,Apple Pay,Priya M.
TXN-00451,06/18/2023,S007,P010,3,69.95,0.1,188.87,Gift Card,David N.
TXN-00759,01/08/2023,S003,P014,5,89.95,0.2,359.8,Debit Card,James T.
TXN-01168,08-Aug-2023,S007,P002,1,59.95,0.15,50.96,Cash,James T.
TXN-00870,10/16/2023,S006,P005,3,34.99,0.1,159.92,Gift Card,Carlos R.
TXN-00600,17-May-2024,S003,P015,2,44.95,0,89.9,PayPal,Carlos R.
TXN-00484,2024-05-15,S007,P002,3,59.95,0.1,161.87,Debit Card,Carlos R.
TXN-00345,12/05/2023,S006,P013,5,44.95,,224.75,Debit Card,Lin W.
TXN-00733,04-Mar-2023,S004,P007,1,64.95,0.25,48.71,Credit Card,David N.
TXN-00423,2023-10-13,S007,P012,4,119.0,0.2,380.8,PAYPAL,Tom B.
TXN-00987,2023-09-16,S004,P016,4,49.95,0.1,179.82,Credit Card,Priya M.
TXN-00198,20-Sep-2024,S003,P009,3,74.95,0.25,168.64,Credit Card,Lin W.
TXN-01110,2024-12-31,S008, P002 ,3,59.95,0,179.85,Debit Card,David N.
TXN-00543,01/25/2024,S002,P010,5,69.95,0,349.75,Cash,Lin W.
TXN-01115,06-Sep-2024,S002,P007,1,64.95,0.05,61.7,Apple Pay,David N.
TXN-00335,22-Aug-2024,S003,P015,4,44.95,NA,179.8,Debit Card,James T.
TXN-00639,2024-09-02,S003,P001,5,19.99,0,99.95,Gift Card,James T.
TXN-00045,07/03/2023,,P004,2,49.95,0.1,89.91,Cash,Carlos R.
TXN-00491,07/20/2024,S007, P004 ,3,49.95,0,149.85,GIFT CARD,David N.
TXN-01038,03/09/2023,S002,P003,2,129.0,0.15,219.3,Credit Card,Maria S.
TXN-00928,08/20/2024,S002,P007,3,64.95,0.25,146.14,PayPal,Tom B.
TXN-00063,08/24/2024,S005,P018,2,85.0,0,170.0,Cash,Tom B.
TXN-00133,2024-04-09,S004,P019,4,79.95,0,319.8,credit card,Tom B.
TXN-00457,11/02/2023,S003,P013,4,44.95,0.1,161.82,Credit Card,Lin W.
TXN-00983,06/24/2024,S004,P002,4,59.95,0.05,227.81,Debit Card,Priya M.
TXN-00250,02/01/2024,S007,P008,-5,89.95,0.1,404.78,Gift Card,Maria S.
TXN-00107,26-Jun-2023,S008,P007,1,64.95,0,64.95,GIFT CARD,James T.
TXN-00162,06-Jun-2024,S007,P004,1,49.95,0,49.95,Debit Card,Amy K.
TXN-01075,2023-07-06,S004,P019,5,79.95,0,399.75,Cash,Maria S.
TXN-00103,03/23/2023,S007,P020,2,59.95,0.1,107.91,Credit Card,
TXN-00979,2023-11-22,S002,P012,1,119.0,0,119.0,Cash,Amy K.
TXN-00597,09/11/2024,S004,P018,1,85.0,0,85.0,Apple Pay,David N.
TXN-00535,2024-04-14,S001,P013,3,44.95,0,134.85,Debit Card,Priya M.
TXN-00546,11-Sep-2023,S001,P005,3,34.99,0.25,78.73,Cash,Lin W.
TXN-00590,07-Nov-2024,S006,P002,2,59.95,0,119.9,Credit Card,Maria S.
TXN-00224,09/23/2023,S007,P011,2,198.0,0,396.0,Cash,Tom B.
TXN-00925,07/16/2023,S006,P008,5,89.95,0.05,427.26,Cash,David N.
TXN-00620,04/10/2024,S003, P010 ,5,69.95,0,349.75,credit card,Tom B.
TXN-00132,2024-07-31,S004,P020,1,59.95,0.25,44.96,Credit Card,David N.
TXN-01086,2024-08-08,S008,P008,2,89.95,0.05,170.91,Cash,Maria S.
TXN-00513,01/14/2024,S002,P011,2,198.0,0.1,356.4,Debit Card,
TXN-00835,09-Aug-2023,S001,P020,4,59.95,0.2,191.84,Gift Card,Lin W.
TXN-01172,02/16/2023,S006,P012,2,119.0,0.15,476.78,DEBIT CARD,
TXN-00049,17-Oct-2023,S008,P010,1,69.95,0.05,66.45,APPLE PAY,Amy K.
TXN-00230,30-May-2024,S004,P012,3,119.0,n/a,357.0,GIFT CARD,James T.
TXN-00150,08/03/2024,S002,P017,1,39.95,0.05,37.95,Apple Pay,Carlos R.
TXN-00176,06/11/2023,S001,P002,1,59.95,0.25,44.96,Credit Card,Maria S.
TXN-00796,03-Mar-2023,S007,P014,4,89.95,0.25,269.85,PayPal,Maria S.
TXN-00539,29-Feb-2024,S006,P005,3,34.99,0.15,89.22,PayPal,
TXN-00943,2024-05-26,S007,P009,5,74.95,0.2,299.8,PayPal,Lin W.
TXN-01186,11-Oct-2023,S003,P001,2,19.99,0,39.98,Credit Card,Carlos R.
TXN-00420,04/29/2023,S005,P018,1,85.0,0,85.0,Gift Card,David N.
TXN-00277,2024-02-11,S005,P018,4,85.0,0.15,289.0,Apple Pay,Amy K.
TXN-01108,23-Sep-2023,,P015,1,44.95,0,44.95,Credit Card,Maria S.
TXN-00232,21-Apr-2023,S001,P013,3,44.95,0,134.85,APPLE PAY,Maria S.
TXN-00292,26-Nov-2024,S005,P012,1,119.0,0.2,95.2,Cash,James T.
TXN-00932,08/14/2023,S007,P008,2,89.95,0.25,134.93,Debit Card,Lin W.
TXN-00827,07/27/2023,S002,P013,3,44.95,0.25,180.5,Gift Card,Lin W.
TXN-01198,02/07/2024,S006,P008,4,89.95,0.15,305.83,Cash,Tom B.
TXN-01102,2023-03-08,S008,P013,5,44.95,0.25,168.56,Apple Pay,Carlos R.
TXN-00249,2023-10-30,S003,P010,3,69.95,0,209.85,APPLE PAY,Maria S.
TXN-00623,18-Apr-2024,S003,P019,4,79.95,0,319.8,Gift Card,Carlos R.
TXN-00766,01/13/2023,S007,P020,3,59.95,0.2,143.88,PayPal,Tom B.
TXN-00604,03/13/2024,S007,P005,1,34.99,0.05,33.24,Debit Card,Maria S.
TXN-00840,2024-11-30,S008,P006,5,79.95,0.05,379.76,Credit Card,David N.
TXN-01037,14-Nov-2024,S001,P006,4,79.95,0.05,303.81,Credit Card,Maria S.
TXN-00586,06/09/2023,S007,P005,1,34.99,0,34.99,Debit Card,Maria S.
TXN-01005,05-Jul-2024,S002,P003,2,129.0,0.25,193.5,Gift Card,James T.
TXN-00706,03/04/2024,S004,P006,4,79.95,0,319.8,Credit Card,
TXN-01076,2024-07-17,S006,P019,1,79.95,0.1,71.95,PayPal,Carlos R.
TXN-00965,2023-07-26,S006,P011,1,198.0,0,198.0,PayPal,Tom B.
TXN-00771,13-Jul-2023,,P004,4,49.95,0.2,385.97,Gift Card,Priya M.
TXN-00902,12/07/2024,S004,P009,1,74.95,0.1,67.45,debit card,Carlos R.
TXN-00227,2023-02-25,S004,P017,1,39.95,0.2,31.96,Gift Card,Amy K.
TXN-00300,19-Sep-2024,S004,P009,1,74.95,0.2,59.96,PayPal,Carlos R.
TXN-01057,05/24/2023,S003,P017,4,39.95,0.25,119.85,Debit Card,Priya M.
TXN-00897,2024-09-08,S004,P016,4,49.95,0.15,169.83,Gift Card,Tom B.
TXN-00306,09/25/2024,S002,P008,2,89.95,,134.93,Apple Pay,James T.
TXN-00254,25-Sep-2024,S004,P011,3,198.0,0.15,504.9,Debit Card,Amy K.
TXN-00788,06/27/2024,S002,P008,2,89.95,0.1,161.91,Cash,Amy K.
TXN-00674,2024-10-13,S005,P020,4,59.95,0,239.8,Debit Card,Priya M.
TXN-00721,2024-07-06,S002,P020,5,59.95,0.15,254.79,PAYPAL,Lin W.
TXN-00289,05-Mar-2024,S006,P012,2,119.0,0.25,178.5,Debit Card,Priya M.
TXN-01073,07-Jan-2024,S006,P016,4,49.95,0.15,169.83,Apple Pay,Amy K.
TXN-00403,2024-05-26,S003,P018,3,85.0,0,255.0,Gift Card,Maria S.
TXN-00627,10-Dec-2024,S007, P016 ,4,49.95,0,199.8,CASH,Priya M.
TXN-00344,2024-10-14,,P014,1,89.95,0.15,193.35,PayPal,David N.
TXN-00942,06/25/2024,S002,P013,2,44.95,0,89.9,Gift Card,Amy K.
TXN-00574,2023-05-30,S002,P011,1,198.0,0.15,168.3,CASH,David N.
TXN-00894,07/23/2024,S007,P007,2,64.95,0,129.9,Cash,Amy K.
TXN-01058,06/18/2023,S007,P008,2,89.95,0,179.9,Gift Card,David N.
TXN-00297,09/03/2024,S005,P018,4,85.0,0,340.0,PayPal,Lin W.
TXN-00629,07/12/2023,S008,P019,1,79.95,0,79.95,Apple Pay,Carlos R.
TXN-00975,2024-01-13,S008, P018 ,4,85.0,0.2,272.0,APPLE PAY,David N.
TXN-00748,07/31/2024,S003,P016,2,49.95,0.25,74.93,Cash,David N.
TXN-00241,2023-11-20,S008,P019,4,79.95,0,319.8,gift card,Tom B.
TXN-00307,05/18/2023,S006,P015,2,44.95,0,89.9,Cash,Priya M.
TXN-01166,30-Oct-2023,S007, P004 ,5,49.95,0,249.75,cash,Lin W.
TXN-00212,06/19/2024,S006,P018,4,85.0,0.05,323.0,Gift Card,Maria S.
TXN-00691,2023-03-22,S002,P002,3,59.95,0.2,143.88,Cash,Tom B.
TXN-00424,11-Sep-2024,S001,P003,4,129.0,0,516.0,Gift Card,Lin W.
TXN-00892,2023-08-13,S001,P002,2,59.95,0.25,89.93,Credit Card,Maria S.
TXN-00165,17-Oct-2024,S007,P015,2,44.95,0.2,71.92,DEBIT CARD,Lin W.
TXN-00542,04/27/2024,S008,P003,3,129.0,0.2,309.6,Debit Card,Priya M.
TXN-00166,2023-11-30,S004,P009,1,74.95,0,74.95,Cash,Lin W.
TXN-00906,17-Apr-2023,,P003,4,129.0,0,516.0,PayPal,Maria S.
TXN-00359,08/14/2024,S003,P005,4,34.99,0.1,125.96,PayPal,Priya M.
TXN-00377,12/04/2023,S001,P002,4,59.95,0.1,215.82,Apple Pay,Lin W.
TXN-01068,2024-10-20,S004,P019,2,79.95,n/a,159.9,debit card,Carlos R.
TXN-00009,15-Jun-2023,S002,P010,5,69.95,0.05,332.26,Cash,Lin W.
TXN-00478,08-Nov-2023,S006,P006,1,79.95,0,79.95,Debit Card,Amy K.
TXN-00782,03/10/2023,S006, P002 ,4,59.95,0,239.8,PayPal,David N.
TXN-00380,06-Mar-2023,S001, P007 ,1,64.95,0.05,61.7,Gift Card,Tom B.
TXN-00712,10-Feb-2023,S004,P018,5,85.0,0,425.0,PayPal,Maria S.
TXN-01167,26-Mar-2023,S004,P011,3,198.0,0,594.0,Credit Card,
TXN-00211,2024-04-01,S007,P006,3,79.95,0.2,191.88,Debit Card,David N.
TXN-00933,29-Jan-2024,S002,P014,4,89.95,0.25,269.85,APPLE PAY,Lin W.
TXN-01176,2023-03-13,S003, P008 ,2,89.95,NA,161.91,CREDIT CARD,David N.
TXN-01112,12-Sep-2023,S007, P010 ,5,69.95,0.2,279.8,paypal,
TXN-00861,25-Jan-2023,S003,P013,5,44.95,0.2,179.8,Gift Card,Lin W.
TXN-00966,2024-04-12,S004, P014 ,1,89.95,0.25,67.46,PAYPAL,Amy K.
TXN-00921,18-Nov-2024,S007,P002,3,59.95,0.2,143.88,Debit Card,Maria S.
TXN-00929,2023-02-25,S006,P004,2,49.95,0,99.9,Cash,James T.
TXN-00666,2023-10-05,S006,P010,5,69.95,0,349.75,Apple Pay,James T.
TXN-00885,17-Aug-2023,,P005,3,34.99,0,104.97,Debit Card,Tom B.
TXN-00651,2023-11-08,S001,P002,3,59.95,0,179.85,Credit Card,James T.
TXN-00113,16-Mar-2023,S005,P016,2,49.95,0.2,79.92,Gift Card,Amy K.
TXN-00081,09/13/2024,S001,P003,3,129.0,0.25,290.25,Gift Card,Priya M.
TXN-00452,17-Jun-2023,S001,P008,2,89.95,0,179.9,CASH,Tom B.
TXN-00795,2024-04-24,S006,P012,4,119.0,0.05,452.2,Cash,
TXN-00191,2023-03-03,S002,P007,5,64.95,0.05,308.51,GIFT CARD,Priya M.
TXN-00632,2024-02-26,S002,P003,1,129.0,0,129.0,PayPal,
TXN-00774,03-Feb-2023,S006,P006,2,79.95,0.25,119.93,Credit Card,James T.
TXN-00579,02-Dec-2024,S007,P017,2,39.95,0.25,59.93,PayPal,Tom B.
TXN-00809,04/25/2024,S008,P005,5,34.99,0,174.95,Gift Card,Amy K.
TXN-00977,2023-02-09,S001,P011,2,198.0,0.1,356.4,Cash,Priya M.
TXN-00757,2024-02-19,S002, P015 ,1,44.95,0.15,38.21,APPLE PAY,James T.
TXN-00603,2024-05-05,S008, P019 ,-4,79.95,0,319.8,Cash,Amy K.
TXN-00039,12/14/2024,S007,P013,2,44.95,0,89.9,Credit Card,Carlos R.
TXN-00204,12-Nov-2024,S007, P016 ,3,49.95,0,149.85,Debit Card,David N.
TXN-00482,12/29/2024,S008,P014,2,89.95,0,179.9,Gift Card,Lin W.
TXN-00996,2024-08-19,S004,P014,3,89.95,0,444.25,PayPal,James T.
TXN-00845,18-Nov-2023,,P007,1,64.95,0.1,58.46,APPLE PAY,Lin W.
TXN-01012,2023-06-12,S005,P006,5,79.95,0.1,359.78,Cash,Priya M.
TXN-00362,2024-10-25,S003,P010,2,69.95,0,139.9,Credit Card,Maria S.
TXN-00251,2024-04-04,S008,P008,3,89.95,0.05,256.36,CASH,
TXN-00417,2023-04-03,S004,P019,2,79.95,0,159.9,Credit Card,David N.
TXN-00024,04/16/2024,S002,P013,1,44.95,,33.71,Debit Card,
TXN-00034,11/02/2023,S001,P019,4,79.95,0.25,239.85,Cash,Maria S.
TXN-00339,12-Oct-2023,S002,P020,5,59.95,0,709.55,PayPal,Carlos R.
TXN-00264,04/18/2024,S007,P009,3,74.95,0,224.85,Gift Card,David N.
TXN-01049,18-Aug-2023,S007,P018,2,85.0,0,170.0,debit card,Lin W.
TXN-00708,05-Apr-2024,S001,P003,3,129.0,0.25,290.25,Apple Pay,Priya M.
TXN-00879,01/17/2023,S003,P005,5,34.99,0,174.95,Credit Card,Carlos R.
TXN-00356,04/17/2024,S002, P011 ,5,198.0,0,990.0,PayPal,Amy K.
TXN-00994,2023-04-10,S008,P005,2,34.99,0.05,66.48,Cash,Carlos R.
TXN-01170,22-Oct-2023,S001,P008,-1,89.95,N/A,89.95,Gift Card,Maria S.
TXN-01055,09-Feb-2023,S003,P011,5,198.0,0.05,940.5,apple pay,Tom B.
TXN-00904,11/19/2024,S007,P012,4,119.0,0.15,404.6,Debit Card,Amy K.
TXN-00792,11/06/2024,S004,P006,3,79.95,0.25,179.89,Credit Card,Tom B.
TXN-00461,02-Mar-2024,S008,P006,2,79.95,0.2,127.92,Credit Card,Maria S.
TXN-00608,2024-10-31,S008,P014,4,89.95,0.2,287.84,Debit Card,David N.
TXN-00459,04/24/2024,S008,P008,2,89.95,0.25,134.93,Cash,James T.
TXN-00587,2024-09-24,S005,P010,4,69.95,0,279.8,Debit Card,Priya M.
TXN-00305,06/21/2023,S004,P004,2,49.95,0.2,79.92,Credit Card,David N.
TXN-00992,01/25/2024,S005,P019,2,79.95,0.2,127.92,Credit Card,David N.
TXN-00909,03/08/2024,S003,P003,1,129.0,0.1,116.1,CREDIT CARD,Tom B.
TXN-00917,2023-09-07,S002,P009,3,74.95,0.25,168.64,PayPal,Priya M.
TXN-01080,29-Sep-2023,S001,P018,2,85.0,0,170.0,Credit Card,Maria S.
TXN-00682,08/07/2024,S002,P011,2,198.0,0.25,297.0,Debit Card,Carlos R.
TXN-00854,08-Sep-2024,S006, P015 ,1,44.95,0.25,87.0,Debit Card,James T.
TXN-00834,2024-10-27,S007,P003,2,129.0,0,258.0,PayPal,Tom B.
TXN-00314,2024-07-12,S006,P014,4,89.95,0.15,589.25,PayPal,
TXN-01135,08/23/2023,S006,P018,5,85.0,0,425.0,paypal,Amy K.
TXN-00476,14-Oct-2023,S007,P018,3,85.0,0.15,216.75,CREDIT CARD,David N.
TXN-00575,08/08/2024,S005,P019,4,79.95,0,319.8,Apple Pay,David N.
TXN-00853,2024-04-18,S001,P005,3,34.99,0.1,94.47,CASH,Lin W.
TXN-00144,20-Jul-2024,S001,P019,2,79.95,0,159.9,Cash,Maria S.
TXN-00002,12/15/2024,S007,P008,4,89.95,0.1,323.82,Debit Card,Maria S.
TXN-01161,2023-07-07,S006,P018,5,85.0,0.2,340.0,Apple Pay,Carlos R.
TXN-00729,17-Apr-2024,S008,P018,4,85.0,0.15,289.0,Cash,Carlos R.
TXN-00008,10/28/2023,S001,P004,5,49.95,0.1,224.78,CREDIT CARD,David N.
TXN-00492,02/21/2024,S002,P008,5,89.95,0,449.75,PayPal,Amy K.
TXN-01052,05/14/2023,S004,P018,4,85.0,0.1,306.0,Apple Pay,Amy K.
TXN-00468,12/29/2024,S006,P020,4,59.95,0,239.8,Apple Pay,Amy K.
TXN-00656,2023-12-08,S007,P007,2,64.95,0.2,103.92,paypal,Priya M.
TXN-00577,12/29/2023,S004,P020,4,59.95,0.25,179.85,Gift Card,Lin W.
TXN-00290,30-May-2023,S005,P008,5,89.95,0.2,359.8,Debit Card,Priya M.
TXN-00401,10/19/2023,S008,P012,3,119.0,0,357.0,Cash,Lin W.
TXN-00388,01/30/2023,S008,P002,1,59.95,0,59.95,DEBIT CARD,Lin W.
TXN-01014,24-Jan-2023,S006,P011,5,198.0,0,990.0,Debit Card,Amy K.
TXN-00358,09/02/2024,S003,P010,4,69.95,0,279.8,apple pay,James T.
TXN-00995,03-Jul-2024,S004,P020,1,59.95,0,165.65,paypal,Amy K.
TXN-00025,2023-09-25,S006,P017,4,39.95,0.15,135.83,credit card,Maria S.
TXN-00852,05/27/2023,S002,P008,4,89.95,0.15,305.83,APPLE PAY,Tom B.
TXN-00071,2024-04-10,S006,P002,4,59.95,n/a,215.82,Credit Card,Carlos R.
TXN-00601,2024-06-23,S007,P008,-4,89.95,0.2,287.84,Apple Pay,James T.
TXN-00124,22-Oct-2023,S007,P013,3,44.95,0,134.85,Credit Card,Amy K.
TXN-00916,26-Dec-2024,S001,P015,4,44.95,0.15,152.83,Credit Card,Priya M.
TXN-00970,09/09/2023,,P001,4,19.99,0,79.96,APPLE PAY,David N.
TXN-00149,07/19/2024,S002,P002,1,59.95,0.2,47.96,GIFT CARD,Priya M.
TXN-00128,04/26/2023,S008,P005,5,34.99,0.25,131.21,Debit Card,Amy K.
TXN-00239,13-Dec-2023,S002,P009,3,74.95,0,224.85,apple pay,Carlos R.
TXN-00187,2023-09-08,S002,P008,5,89.95,0,449.75,Credit Card,Maria S.
TXN-01094,2023-01-03,,P004,2,49.95,0.1,89.91,GIFT CARD,Tom B.
TXN-00850,2023-03-10,S004,P003,1,129.0,0,129.0,Gift Card,Lin W.
TXN-00593,04-Apr-2024,S004,P014,5,89.95,0.1,404.78,cash,
TXN-00805,2023-01-10,S006,P002,2,59.95,0.05,113.91,PAYPAL,Lin W.
TXN-00617,22-Feb-2024,S006,P013,3,44.95,NA,134.85,Cash,
TXN-00689,2024-03-25,S001,P008,1,89.95,0,89.95,Debit Card,Maria S.
TXN-00525,03/04/2024,S007,P013,2,44.95,0,89.9,PayPal,Lin W.
TXN-00032,10/14/2024,S008,P006,4,79.95,0.25,239.85,Debit Card,Amy K.
TXN-00193,2023-07-27,S006,P011,4,198.0,0.1,712.8,Credit Card,Carlos R.
TXN-00843,30-Jul-2024,S008,P019,1,79.95,0,79.95,PayPal,David N.
TXN-01139,10/08/2023,S006,P016,5,49.95,0,249.75,Credit Card,Tom B.
TXN-00392,02-Jun-2023,S004,P008,3,89.95,0.2,215.88,paypal,Carlos R.
TXN-01149,01/07/2024,S002,P012,1,119.0,,101.15,Debit Card,Priya M.
TXN-00646,08/04/2024,S001,P011,1,198.0,0.15,168.3,Gift Card,Carlos R.
TXN-00940,2023-07-11,S008,P018,3,85.0,0,255.0,PayPal,Lin W.
TXN-00618,2024-10-31,S008,P003,1,129.0,0.05,122.55,Apple Pay,Carlos R.
TXN-00119,01/18/2023,S005,P019,3,79.95,0.25,179.89,GIFT CARD,Amy K.
TXN-00208,04/06/2023,S006,P006,4,79.95,,319.8,PayPal,
TXN-00317,10/19/2024,,P016,2,49.95,0.25,74.93,PayPal,James T.
TXN-00710,2023-05-27,S007,P010,3,69.95,0.2,167.88,Debit Card,David N.
TXN-00716,03/10/2023,S004,P003,5,129.0,0.05,612.75,Gift Card,Maria S.
TXN-00899,2023-02-05,S006,P003,3,129.0,0.2,309.6,Cash,Maria S.
TXN-00702,2024-10-26,S006,P007,4,64.95,0,259.8,Gift Card,Lin W.
TXN-00647,2023-07-22,,P019,4,79.95,0.2,255.84,cash,David N.
TXN-00213,2023-06-27,S001,P017,5,39.95,0,199.75,Gift Card,James T.
TXN-00653,2023-03-21,S005,P003,3,129.0,,367.65,APPLE PAY,Carlos R.
TXN-00243,26-Oct-2023,S002,P008,1,89.95,0.15,76.46,apple pay,David N.
TXN-01128,2024-07-03,S005,P018,5,85.0,0.2,340.0,Credit Card,Maria S.
TXN-00431,01-Nov-2023,S002,P018,2,85.0,0.1,153.0,Credit Card,Amy K.
TXN-00558,2023-03-31,S007,P008,2,89.95,0.1,161.91,Cash,James T.
TXN-01060,09/27/2023,S007,P012,3,119.0,0,357.0,paypal,Tom B.
TXN-00487,2023-01-20,S001,P019,5,79.95,0.05,379.76,PayPal,Tom B.
TXN-00637,2024-03-23,S003, P011 ,2,198.0,0,396.0,credit card,James T.
TXN-00548,03-Aug-2023,S002, P004 ,-5,49.95,0.15,212.29,Cash,Lin W.
TXN-00544,03/01/2024,S001,P001,5,19.99,0.15,84.96,Gift Card,
TXN-00939,2023-08-30,S003,P010,5,69.95,0.25,262.31,Debit Card,Priya M.
TXN-00713,2024-12-24,S008,P017,2,39.95,0.25,59.93,Credit Card,Amy K.
TXN-00348,06/21/2024,S008,P008,3,89.95,0.25,202.39,debit card,Amy K.
TXN-00472,28-Mar-2024,S002,P007,3,64.95,0,194.85,Apple Pay,Amy K.
TXN-01077,10/22/2024,S005,P009,4,74.95,0,299.8,Apple Pay,Tom B.
TXN-00783,11-Feb-2023,S005,P006,2,79.95,0.05,151.91,Debit Card,Tom B.
TXN-01035,21-Feb-2024,S005,P003,5,129.0,0.2,516.0,cash,Priya M.
TXN-00399,2024-07-08,S004,P017,1,39.95,,35.96,Apple Pay,Priya M.
TXN-00999,2024-03-21,S003,P007,1,64.95,0,64.95,Credit Card,Priya M.
TXN-00449,31-May-2024,S004, P016 ,3,49.95,0,149.85,Cash,Maria S.
TXN-00136,07/11/2024,S004,P001,1,19.99,0.1,17.99,Apple Pay,Tom B.
TXN-00927,05-Oct-2023,S008,P012,2,119.0,0.2,190.4,Apple Pay,Tom B.
TXN-00789,09/01/2024,S003,P020,2,59.95,0.15,101.92,Apple Pay,Tom B.
TXN-01147,08/28/2024,S008,P018,3,85.0,,255.0,PayPal,Priya M.
TXN-00818,2023-06-14,S002,P002,4,59.95,0,239.8,Gift Card,Lin W.
TXN-00082,07/29/2023,S005,P002,2,59.95,0.2,95.92,Credit Card,Maria S.
TXN-00237,02/15/2024,S005,P003,3,129.0,0.15,328.95,Credit Card,Lin W.
TXN-00496,06/27/2023,S001,P020,4,59.95,0,239.8,Apple Pay,Maria S.
TXN-00503,2023-12-15,S006,P009,2,74.95,0,149.9,Debit Card,Tom B.
TXN-01119,01/21/2024,S002,P008,3,89.95,0,269.85,Apple Pay,Priya M.
TXN-00169,05/18/2024,S007,P018,5,85.0,0.25,318.75,Apple Pay,
TXN-00901,03/18/2024,S002,P013,4,44.95,N/A,179.8,Gift Card,Maria S.
TXN-00221,2023-01-09,S001,P001,4,19.99,0,79.96,PayPal,Lin W.
TXN-00486,26-Jan-2023,S001,P015,3,44.95,0,134.85,Apple Pay,Lin W.
TXN-00536,09/06/2024,S002,P018,5,85.0,0,425.0,Credit Card,Amy K.
TXN-00951,19-Jun-2023,S001,P009,4,74.95,0,299.8,GIFT CARD,Carlos R.
TXN-00038,21-Jun-2023,S002,P019,2,79.95,0.25,119.93,Cash,
TXN-00416,06-Nov-2024,S008,P014,1,89.95,n/a,85.45,Credit Card,James T.
TXN-01101,14-Nov-2024,S002,P019,3,79.95,0,239.85,debit card,David N.
TXN-00663,11/26/2024,S007, P004 ,3,49.95,0.25,112.39,Cash,Lin W.
TXN-00581,05/09/2024,S002,P011,2,198.0,0,396.0,CASH,Amy K.
TXN-00545,23-Dec-2023,S007,P019,2,79.95,NA,413.15,Cash,Priya M.
TXN-00474,11/29/2024,S003, P014 ,4,89.95,0.2,287.84,PayPal,Tom B.
TXN-00414,01/18/2023,S002,P014,4,89.95,0,359.8,Debit Card,James T.
TXN-00636,2023-08-25,S007,P006,4,79.95,0.15,271.83,GIFT CARD,Lin W.
TXN-00441,2023-04-03,S008,P013,1,44.95,0.2,35.96,Cash,Amy K.
TXN-00734,28-Jul-2024,S007,P019,3,79.95,0.15,203.87,Cash,Priya M.
TXN-00770,05/21/2024,S006, P017 ,5,39.95,0.2,159.8,Gift Card,Carlos R.
TXN-01136,2023-12-20,S007, P015 ,4,44.95,0.1,161.82,Gift Card,James T.
TXN-00586,06/09/2023,S007,P005,1,34.99,0,34.99,Debit Card,Maria S.
TXN-00207,14-Aug-2024,S007, P012 ,5,119.0,0.2,476.0,Gift Card,James T.
TXN-00076,04/09/2024,S004,P014,4,89.95,0.05,341.81,CASH,Priya M.
TXN-00315,2023-08-16,S001,P017,2,39.95,0.1,71.91,CASH,Maria S.
TXN-00154,01/06/2023,S003,P013,3,44.95,0.15,114.62,Credit Card,James T.
TXN-00092,15-May-2023,S002,P017,5,39.95,0,199.75,PayPal,David N.
TXN-00678,12/15/2024,S008, P013 ,4,44.95,0,179.8,Debit Card,Amy K.
TXN-00747,17-Dec-2024,S004,P014,3,89.95,0.1,242.87,Cash,Carlos R.
TXN-00140,01-Mar-2023,S008,P008,2,89.95,0.1,161.91,Gift Card,Lin W.
TXN-00099,2024-04-26,S002,P017,3,39.95,N/A,119.85,Gift Card,Maria S.
TXN-00930,2024-03-16,S001,P001,1,19.99,0.15,16.99,Cash,Amy K.
TXN-00668,10/05/2024,S004,P010,3,69.95,0,209.85,PayPal,Amy K.
TXN-00888,09/13/2024,S002,P009,4,74.95,N/A,269.82,Apple Pay,Carlos R.
TXN-00638,08/16/2023,S003,P015,3,44.95,0,134.85,Apple Pay,
TXN-00073,2023-09-29,S006,P008,5,89.95,0.15,382.29,Debit Card,Maria S.
TXN-00016,16-Aug-2024,S008,P005,2,34.99,0.1,62.98,credit card,Carlos R.
TXN-00683,2024-05-25,S002,P005,5,34.99,0.1,157.46,credit card,James T.
TXN-00214,11-Feb-2024,S005,P011,1,198.0,0,198.0,PayPal,Priya M.
TXN-01144,07-Mar-2024,S002,P019,5,79.95,0,718.68,Cash,Tom B.
TXN-00173,10-May-2023,S002,P005,4,34.99,0,139.96,Apple Pay,Amy K.
TXN-00260,2024-07-22,S005,P005,3,34.99,0.15,89.22,PAYPAL,Maria S.
TXN-00019,10-Jul-2024,S002,P008,3,89.95,0.1,242.87,Gift Card,Lin W.
TXN-00141,22-Jan-2024,S006,P003,5,129.0,0.05,612.75,CASH,Maria S.
TXN-00831,15-Jun-2024,S008,P014,5,89.95,0.05,427.26,Debit Card,Priya M.
TXN-00001,15-Apr-2023,S002,P001,3,19.99,N/A,56.97,Debit Card,
TXN-00823,2024-09-08,S002,P016,5,49.95,0.2,199.8,Credit Card,Priya M.
TXN-00489,07/07/2023,S002,P004,5,49.95,0,249.75,Debit Card,Amy K.
TXN-00062,2024-11-30,S003,P006,2,79.95,0,159.9,PayPal,Priya M.
TXN-00846,2024-12-16,S007,P017,5,39.95,0,199.75,APPLE PAY,David N.
TXN-01063,17-Jan-2023,S002,P008,4,89.95,0.25,548.01,Credit Card,David N.
TXN-00367,2024-10-01,S008,P019,2,79.95,0,159.9,APPLE PAY,Amy K.
